co2	temp	humidity
546	24.92	51.35
545	24.93	51.34
545	24.89	51.34
546	24.92	51.38
546	24.91	51.35
545	24.92	51.34
545	24.92	51.3
544	24.95	51.35
546	24.92	51.43
545	24.92	51.46
544	24.91	51.4
543	24.93	51.42
542	24.91	51.41
541	24.91	51.41
540	24.91	51.39
539	24.89	51.35
539	24.91	51.38
539	24.89	51.4
540	24.92	51.34
539	24.91	51.35
538	24.91	51.38
538	24.91	51.35
538	24.88	51.39
538	24.89	51.36
538	24.89	51.37
538	24.92	51.32
538	24.91	51.37
539	24.89	51.32
539	24.91	51.35
540	24.91	51.41
539	24.86	51.36
539	24.88	51.38
539	24.88	51.41
538	24.89	51.38
538	24.91	51.38
539	24.86	51.4
539	24.89	51.4
538	24.88	51.37
538	24.88	51.39
537	24.88	51.39
537	24.88	51.42
536	24.89	51.36
536	24.86	51.39
536	24.86	51.37
536	24.89	51.35
536	24.86	51.36
537	24.86	51.37
537	24.88	51.35
538	24.88	51.35
538	24.88	51.33
537	24.86	51.35
537	24.86	51.33
537	24.86	51.38
537	24.85	51.39
536	24.86	51.4
535	24.89	51.4
535	24.86	51.39
535	24.91	51.37
534	24.85	51.34
535	24.85	51.35
534	24.88	51.39
534	24.86	51.42
533	24.88	51.36
534	24.85	51.36
533	24.88	51.4
534	24.88	51.35
533	24.88	51.32
532	24.86	51.35
532	24.85	51.31
532	24.86	51.31
532	24.86	51.35
531	24.86	51.31
531	24.85	51.42
531	24.86	51.35
532	24.88	51.33
532	24.85	51.31
532	24.86	51.34
531	24.86	51.34
532	24.85	51.38
533	24.85	51.35
533	24.85	51.31
533	24.83	51.34
533	24.85	51.31
532	24.83	51.31
533	24.83	51.31
533	24.82	51.33
534	24.86	51.26
533	24.86	51.27
533	24.85	51.33
533	24.83	51.32
534	24.85	51.33
535	24.85	51.3
535	24.82	51.28
534	24.83	51.33
535	24.85	51.32
534	24.85	51.35
533	24.85	51.39
533	24.83	51.39
533	24.85	51.37
532	24.83	51.4
532	24.82	51.35
531	24.83	51.36
531	24.85	51.35
531	24.83	51.35
530	24.83	51.35
530	24.83	51.34
531	24.83	51.34
531	24.82	51.31
531	24.83	51.3
530	24.83	51.31
529	24.82	51.34
529	24.82	51.24
530	24.82	51.3
530	24.82	51.28
530	24.83	51.25
530	24.85	51.25
531	24.83	51.27
530	24.82	51.26
530	24.85	51.29
530	24.82	51.33
530	24.82	51.29
531	24.82	51.29
530	24.83	51.25
531	24.83	51.29
530	24.83	51.25
529	24.85	51.25
529	24.82	51.24
529	24.82	51.24
530	24.83	51.24
529	24.82	51.27
529	24.83	51.24
529	24.81	51.3
529	24.81	51.28
528	24.81	51.28
528	24.83	51.29
528	24.81	51.29
526	24.82	51.29
526	24.81	51.31
526	24.83	51.31
525	24.82	51.29
526	24.81	51.27
526	24.78	51.32
527	24.82	51.33
526	24.81	51.3
525	24.78	51.28
525	24.78	51.27
525	24.78	51.3
524	24.81	51.32
524	24.78	51.3
525	24.79	51.29
524	24.78	51.27
524	24.82	51.25
524	24.79	51.32
525	24.81	51.34
525	24.78	51.29
525	24.79	51.33
524	24.79	51.33
526	24.81	51.3
526	24.81	51.27
526	24.79	51.32
525	24.79	51.31
525	24.81	51.28
526	24.81	51.26
526	24.77	51.26
527	24.79	51.27
527	24.78	51.24
527	24.79	51.3
527	24.77	51.32
525	24.78	51.26
525	24.79	51.32
525	24.79	51.27
524	24.79	51.3
524	24.78	51.28
524	24.79	51.25
525	24.78	51.29
524	24.79	51.26
524	24.81	51.24
525	24.79	51.22
525	24.79	51.25
523	24.78	51.26
524	24.79	51.25
523	24.78	51.29
523	24.81	51.25
523	24.79	51.27
524	24.81	51.24
526	24.77	51.22
525	24.77	51.28
525	24.78	51.28
525	24.77	51.26
525	24.78	51.32
524	24.77	51.33
526	24.78	51.3
525	24.77	51.28
526	24.78	51.26
526	24.77	51.24
527	24.78	51.28
527	24.77	51.32
526	24.75	51.3
527	24.77	51.24
526	24.75	51.22
526	24.78	51.24
527	24.78	51.24
527	24.77	51.27
527	24.78	51.25
527	24.77	51.23
527	24.78	51.23
527	24.77	51.22
527	24.79	51.21
526	24.77	51.27
526	24.81	51.2
526	24.78	51.22
525	24.78	51.22
525	24.78	51.22
524	24.78	51.27
524	24.77	51.26
523	24.77	51.24
524	24.75	51.22
524	24.77	51.24
525	24.78	51.18
526	24.75	51.24
525	24.77	51.24
526	24.78	51.27
526	24.78	51.2
526	24.78	51.16
527	24.77	51.21
527	24.77	51.23
525	24.79	51.21
526	24.78	51.21
526	24.77	51.17
526	24.78	51.21
525	24.78	51.18
524	24.77	51.17
523	24.78	51.24
524	24.77	51.2
524	24.77	51.21
524	24.77	51.2
524	24.75	51.2
524	24.74	51.21
524	24.78	51.18
526	24.77	51.22
526	24.77	51.21
524	24.77	51.17
524	24.75	51.18
522	24.75	51.2
523	24.75	51.19
523	24.77	51.19
523	24.77	51.2
522	24.75	51.2
521	24.74	51.25
521	24.75	51.14
521	24.74	51.19
521	24.77	51.14
521	24.72	51.24
521	24.75	51.18
521	24.74	51.2
521	24.74	51.2
521	24.72	51.19
521	24.75	51.16
523	24.71	51.17
522	24.74	51.19
522	24.74	51.2
523	24.74	51.23
523	24.74	51.23
523	24.72	51.17
522	24.72	51.23
522	24.72	51.21
522	24.74	51.21
522	24.72	51.21
521	24.72	51.24
521	24.75	51.18
520	24.72	51.2
521	24.72	51.21
521	24.72	51.19
521	24.72	51.19
521	24.7	51.21
521	24.7	51.21
521	24.71	51.19
522	24.72	51.18
522	24.72	51.21
522	24.71	51.2
522	24.74	51.16
523	24.74	51.16
522	24.72	51.18
522	24.72	51.16
523	24.72	51.16
523	24.7	51.19
523	24.74	51.19
523	24.71	51.17
522	24.72	51.13
524	24.74	51.15
522	24.74	51.16
522	24.71	51.16
522	24.71	51.18
522	24.72	51.15
522	24.72	51.16
522	24.74	51.1
524	24.74	51.14
524	24.74	51.12
524	24.71	51.16
525	24.74	51.15
526	24.71	51.19
527	24.71	51.15
526	24.72	51.14
526	24.71	51.14
527	24.72	51.17
527	24.71	51.15
526	24.74	51.14
526	24.71	51.12
525	24.72	51.14
525	24.71	51.09
525	24.71	51.17
524	24.71	51.15
523	24.72	51.16
522	24.71	51.16
523	24.71	51.19
523	24.7	51.19
522	24.72	51.15
522	24.68	51.14
521	24.7	51.12
521	24.7	51.13
522	24.71	51.11
522	24.71	51.11
521	24.71	51.15
522	24.71	51.21
522	24.7	51.16
522	24.71	51.16
522	24.72	51.13
522	24.71	51.12
522	24.7	51.16
522	24.7	51.22
522	24.7	51.11
522	24.7	51.12
522	24.7	51.2
523	24.7	51.16
522	24.7	51.11
523	24.71	51.09
523	24.68	51.17
523	24.68	51.16
523	24.67	51.12
523	24.68	51.13
523	24.7	51.13
523	24.7	51.13
523	24.68	51.14
523	24.68	51.1
523	24.68	51.12
522	24.67	51.17
520	24.7	51.18
520	24.71	51.16
520	24.68	51.17
520	24.7	51.16
520	24.68	51.15
520	24.7	51.1
520	24.7	51.12
519	24.68	51.16
519	24.68	51.11
518	24.68	51.16
519	24.67	51.13
519	24.67	51.17
519	24.68	51.11
519	24.67	51.12
519	24.67	51.1
519	24.7	51.08
519	24.68	51.09
518	24.67	51.09
518	24.67	51.17
518	24.65	51.15
518	24.64	51.14
518	24.67	51.09
518	24.67	51.11
518	24.64	51.12
518	24.67	51.11
518	24.7	51.15
517	24.67	51.14
518	24.68	51.09
517	24.67	51.17
517	24.67	51.15
518	24.67	51.12
518	24.65	51.12
519	24.67	51.11
519	24.67	51.08
519	24.65	51.12
518	24.67	51.1
520	24.65	51.07
520	24.68	51.08
519	24.65	51.12
519	24.65	51.14
518	24.67	51.08
517	24.64	51.08
517	24.65	51.09
517	24.65	51.11
518	24.65	51.09
517	24.64	51.09
517	24.64	51.07
518	24.64	51.08
518	24.65	51.09
519	24.62	51.1
519	24.65	51.09
518	24.62	51.08
518	24.64	51.11
518	24.64	51.1
518	24.67	51.09
516	24.65	51.12
517	24.65	51.11
517	24.64	51.14
517	24.64	51.18
517	24.65	51.15
517	24.62	51.12
517	24.62	51.14
518	24.64	51.15
518	24.64	51.15
518	24.64	51.12
517	24.64	51.15
518	24.64	51.11
517	24.64	51.16
516	24.62	51.11
517	24.64	51.07
516	24.64	51.11
516	24.64	51.08
516	24.62	51.07
516	24.62	51.1
516	24.64	51.09
517	24.64	51.1
516	24.62	51.11
515	24.64	51.1
516	24.64	51.09
517	24.64	51.09
516	24.61	51.12
516	24.65	51.08
516	24.61	51.08
517	24.6	51.1
517	24.64	51.13
517	24.65	51.18
516	24.64	51.05
517	24.62	51.05
516	24.62	51.05
516	24.62	51.08
516	24.61	51.08
516	24.61	51.1
515	24.64	51.1
516	24.62	51.09
515	24.62	51.06
515	24.62	51.05
515	24.62	51.04
515	24.62	51.06
515	24.65	51.05
515	24.64	51.04
514	24.62	51.02
515	24.62	51.04
513	24.64	51.05
513	24.62	51.03
513	24.62	51.01
513	24.62	51.05
513	24.64	51.03
513	24.6	50.97
513	24.62	51.04
514	24.62	51.04
513	24.6	51.08
513	24.61	51.07
513	24.58	51.08
513	24.61	51.07
512	24.62	51.04
512	24.6	51.08
512	24.61	51.04
513	24.6	51.02
514	24.6	51.06
517	24.61	51.08
517	24.61	51.06
517	24.61	51.04
517	24.61	51.07
517	24.61	51.05
516	24.6	51.08
516	24.62	51.09
517	24.6	51.09
516	24.61	51.04
515	24.62	51.08
515	24.61	51.04
514	24.58	51.05
514	24.6	51.05
514	24.6	51.06
513	24.61	51.1
512	24.58	51.07
513	24.58	51.02
513	24.6	51.04
513	24.6	51.07
513	24.58	51.14
513	24.58	51.12
513	24.61	51.06
513	24.6	51.08
512	24.61	51.09
513	24.6	50.99
513	24.61	51.02
513	24.6	51.02
513	24.61	51.05
513	24.61	51.05
512	24.61	51.04
511	24.6	51.06
511	24.6	51.05
511	24.62	51.06
512	24.6	51.0
511	24.58	51.01
511	24.6	51.01
510	24.6	51.06
511	24.6	50.98
511	24.6	51.03
511	24.6	51.02
511	24.58	51.0
511	24.58	51.04
511	24.6	51.02
511	24.6	51.04
511	24.57	51.05
511	24.61	51.0
511	24.58	51.03
511	24.58	51.01
512	24.6	50.99
511	24.58	51.0
512	24.58	51.0
512	24.6	51.02
512	24.62	50.98
512	24.61	51.0
512	24.61	50.97
511	24.6	50.97
511	24.58	50.98
511	24.58	51.02
511	24.6	50.99
512	24.6	51.01
511	24.58	50.97
511	24.57	50.97
511	24.6	50.97
511	24.61	50.97
511	24.58	50.96
511	24.58	50.97
511	24.6	51.01
511	24.57	50.98
509	24.6	50.96
509	24.6	50.97
510	24.57	50.97
510	24.57	51.0
510	24.6	51.0
510	24.58	50.96
510	24.58	50.94
510	24.58	50.91
509	24.6	50.95
509	24.6	50.91
508	24.58	50.99
506	24.55	50.93
507	24.57	50.95
507	24.57	50.96
508	24.58	50.93
509	24.57	50.95
508	24.57	50.98
508	24.6	50.97
509	24.58	51.04
508	24.58	51.04
508	24.6	50.97
507	24.6	50.91
505	24.58	50.89
505	24.58	50.92
502	24.6	50.91
502	24.58	50.91
502	24.58	50.88
502	24.58	50.9
502	24.57	50.88
502	24.61	50.88
501	24.57	50.93
500	24.61	50.93
500	24.58	50.93
499	24.57	50.94
500	24.58	50.96
500	24.58	50.95
499	24.57	50.94
499	24.57	50.95
500	24.57	50.97
501	24.55	50.93
501	24.54	50.93
504	24.57	50.93
504	24.55	50.95
503	24.57	50.94
504	24.57	50.94
504	24.55	50.89
504	24.55	50.91
504	24.57	50.91
504	24.57	50.94
504	24.55	50.91
504	24.57	50.87
503	24.55	50.93
504	24.54	50.91
502	24.55	50.93
502	24.57	50.88
503	24.54	50.95
504	24.57	50.94
504	24.55	50.92
503	24.54	50.93
503	24.58	50.92
503	24.55	50.92
501	24.54	50.93
502	24.55	50.94
501	24.57	50.93
501	24.57	50.92
502	24.55	50.97
502	24.54	50.93
502	24.57	50.91
502	24.57	50.91
502	24.54	50.88
502	24.54	50.87
502	24.55	50.88
502	24.53	50.87
503	24.54	50.88
503	24.57	50.9
504	24.57	50.85
504	24.54	50.87
503	24.55	50.86
504	24.55	50.92
504	24.55	50.91
503	24.55	50.91
504	24.58	50.88
504	24.55	50.92
504	24.55	50.9
504	24.55	50.9
503	24.54	50.91
504	24.54	50.85
505	24.55	50.83
504	24.55	50.92
503	24.55	50.86
503	24.55	50.91
503	24.54	50.92
503	24.53	50.91
503	24.55	50.88
503	24.53	50.88
504	24.54	50.86
504	24.54	50.88
504	24.53	50.88
505	24.54	50.89
504	24.54	50.91
504	24.53	50.91
504	24.53	50.89
504	24.53	50.92
505	24.53	50.88
505	24.51	50.88
503	24.54	50.92
503	24.53	50.87
504	24.51	50.88
503	24.54	50.88
503	24.53	50.88
502	24.54	50.9
502	24.53	50.92
502	24.51	50.89
503	24.54	50.87
502	24.51	50.88
502	24.51	50.89
501	24.51	50.87
501	24.55	50.88
501	24.51	50.89
502	24.53	50.87
501	24.53	50.84
501	24.51	50.86
501	24.51	50.92
501	24.51	50.89
501	24.51	50.92
500	24.48	50.89
499	24.53	50.9
499	24.51	50.9
498	24.51	50.86
498	24.53	50.9
499	24.5	50.88
499	24.48	50.91
499	24.5	50.89
500	24.5	50.86
500	24.53	50.9
501	24.53	50.88
501	24.53	50.91
501	24.47	50.9
501	24.53	50.87
501	24.51	50.87
501	24.5	50.88
502	24.53	50.82
501	24.5	50.85
501	24.53	50.84
501	24.51	50.84
501	24.51	50.84
502	24.51	50.89
502	24.47	50.85
501	24.5	50.89
501	24.48	50.84
500	24.51	50.88
500	24.5	50.82
499	24.51	50.84
499	24.51	50.83
499	24.51	50.82
498	24.5	50.9
498	24.51	50.88
498	24.5	50.83
499	24.5	50.87
499	24.51	50.83
499	24.48	50.88
503	24.51	50.85
502	24.51	50.79
501	24.51	50.86
501	24.51	50.85
501	24.51	50.84
501	24.51	50.84
501	24.5	50.82
501	24.51	50.85
499	24.51	50.84
499	24.51	50.82
498	24.5	50.83
498	24.53	50.76
499	24.5	50.82
499	24.51	50.78
499	24.53	50.77
499	24.5	50.85
498	24.5	50.8
500	24.5	50.78
501	24.53	50.76
501	24.51	50.8
500	24.51	50.85
501	24.51	50.81
500	24.51	50.78
499	24.53	50.8
500	24.51	50.79
497	24.5	50.78
497	24.5	50.78
496	24.53	50.8
496	24.5	50.77
496	24.51	50.76
496	24.51	50.82
496	24.5	50.79
498	24.5	50.77
497	24.51	50.73
498	24.5	50.78
497	24.48	50.8
498	24.47	50.77
497	24.46	50.8
496	24.48	50.78
497	24.47	50.78
496	24.5	50.82
495	24.48	50.85
495	24.46	50.82
496	24.48	50.86
496	24.47	50.85
495	24.47	50.84
495	24.47	50.85
496	24.47	50.79
497	24.47	50.81
497	24.48	50.81
496	24.47	50.8
495	24.5	50.81
495	24.47	50.87
495	24.47	50.81
495	24.48	50.8
494	24.47	50.81
493	24.46	50.82
492	24.47	50.81
492	24.48	50.8
491	24.47	50.81
491	24.47	50.8
490	24.46	50.8
491	24.46	50.79
491	24.47	50.82
492	24.47	50.77
492	24.47	50.79
491	24.47	50.77
490	24.46	50.8
490	24.48	50.78
490	24.47	50.79
490	24.47	50.81
490	24.47	50.81
490	24.47	50.78
491	24.47	50.8
491	24.46	50.8
491	24.46	50.77
491	24.48	50.79
492	24.47	50.77
491	24.48	50.81
491	24.47	50.79
490	24.47	50.76
490	24.47	50.78
491	24.46	50.78
490	24.48	50.81
491	24.47	50.79
490	24.46	50.79
490	24.47	50.79
489	24.46	50.76
490	24.46	50.76
489	24.48	50.82
489	24.44	50.79
489	24.48	50.79
489	24.47	50.8
489	24.47	50.77
489	24.44	50.82
489	24.43	50.79
488	24.46	50.79
488	24.46	50.79
484	24.44	50.75
483	24.44	50.77
484	24.44	50.75
485	24.44	50.79
485	24.46	50.78
485	24.47	50.82
485	24.44	50.83
485	24.44	50.85
485	24.44	50.83
485	24.44	50.83
485	24.44	50.8
486	24.46	50.82
486	24.43	50.8
486	24.44	50.86
486	24.46	50.82
486	24.44	50.82
487	24.43	50.81
485	24.44	50.79
486	24.43	50.87
485	24.41	50.83
485	24.43	50.82
485	24.41	50.82
486	24.44	50.83
485	24.44	50.82
486	24.44	50.86
486	24.43	50.84
486	24.41	50.82
486	24.44	50.86
486	24.41	50.85
487	24.44	50.8
489	24.43	50.82
488	24.41	50.81
488	24.43	50.82
488	24.43	50.78
487	24.43	50.79
488	24.44	50.78
489	24.43	50.79
488	24.43	50.83
487	24.46	50.79
487	24.44	50.78
487	24.44	50.76
487	24.44	50.77
487	24.43	50.72
488	24.44	50.7
489	24.43	50.73
488	24.41	50.73
489	24.44	50.76
489	24.43	50.75
488	24.44	50.75
487	24.46	50.75
487	24.44	50.78
486	24.43	50.75
485	24.43	50.74
485	24.41	50.72
485	24.43	50.75
485	24.41	50.71
485	24.44	50.72
485	24.43	50.76
486	24.43	50.78
486	24.43	50.76
488	24.43	50.75
488	24.44	50.75
487	24.43	50.74
487	24.44	50.78
487	24.44	50.7
487	24.46	50.76
486	24.43	50.76
487	24.44	50.75
487	24.44	50.69
487	24.44	50.69
488	24.46	50.71
488	24.43	50.69
488	24.44	50.71
488	24.44	50.71
488	24.43	50.72
489	24.44	50.69
490	24.44	50.68
489	24.44	50.7
490	24.44	50.69
489	24.44	50.69
488	24.43	50.7
487	24.43	50.72
487	24.41	50.69
487	24.4	50.69
487	24.44	50.67
487	24.43	50.7
487	24.43	50.66
487	24.43	50.72
487	24.43	50.7
487	24.41	50.75
489	24.43	50.66
489	24.43	50.71
488	24.46	50.67
488	24.46	50.69
489	24.44	50.72
490	24.43	50.66
489	24.41	50.67
490	24.43	50.69
490	24.41	50.71
490	24.4	50.7
490	24.41	50.66
489	24.44	50.69
488	24.41	50.65
488	24.41	50.67
489	24.43	50.68
489	24.43	50.64
488	24.4	50.68
488	24.41	50.69
490	24.4	50.71
489	24.41	50.74
490	24.38	50.75
489	24.38	50.73
489	24.41	50.75
489	24.41	50.75
488	24.38	50.69
488	24.38	50.71
487	24.38	50.71
488	24.4	50.72
488	24.4	50.71
487	24.4	50.73
486	24.4	50.74
486	24.38	50.71
488	24.41	50.74
489	24.4	50.71
488	24.38	50.73
488	24.37	50.74
489	24.38	50.7
489	24.4	50.7
489	24.4	50.73
489	24.38	50.73
489	24.4	50.7
489	24.4	50.75
488	24.38	50.74
489	24.4	50.75
488	24.38	50.75
487	24.38	50.73
488	24.38	50.74
489	24.4	50.68
488	24.4	50.73
488	24.37	50.69
488	24.4	50.7
487	24.4	50.77
486	24.38	50.76
486	24.37	50.75
486	24.38	50.75
485	24.38	50.75
486	24.4	50.69
486	24.4	50.72
486	24.4	50.77
487	24.4	50.76
487	24.37	50.76
487	24.4	50.78
487	24.37	50.75
487	24.4	50.71
488	24.4	50.74
487	24.38	50.72
488	24.4	50.73
489	24.4	50.69
488	24.4	50.71
489	24.37	50.69
488	24.4	50.69
489	24.37	50.71
488	24.38	50.67
489	24.4	50.69
489	24.38	50.7
489	24.4	50.69
489	24.4	50.7
488	24.4	50.7
488	24.4	50.66
489	24.4	50.71
489	24.4	50.68
488	24.4	50.69
488	24.36	50.74
488	24.37	50.73
488	24.38	50.7
488	24.38	50.69
488	24.4	50.69
487	24.38	50.71
487	24.38	50.72
488	24.37	50.74
488	24.38	50.7
488	24.38	50.65
487	24.36	50.7
487	24.38	50.74
488	24.37	50.74
488	24.38	50.68
487	24.38	50.7
487	24.38	50.7
489	24.37	50.75
488	24.38	50.74
489	24.38	50.74
488	24.37	50.69
488	24.38	50.72
488	24.4	50.69
488	24.38	50.74
489	24.4	50.73
489	24.37	50.75
489	24.37	50.73
489	24.37	50.77
489	24.37	50.74
490	24.37	50.71
491	24.38	50.73
490	24.4	50.71
490	24.37	50.74
490	24.37	50.73
491	24.38	50.74
492	24.36	50.73
492	24.37	50.76
493	24.38	50.7
492	24.38	50.74
494	24.37	50.74
493	24.37	50.75
494	24.37	50.81
493	24.37	50.74
494	24.36	50.74
493	24.37	50.75
493	24.36	50.75
492	24.37	50.75
492	24.37	50.72
491	24.37	50.73
491	24.37	50.7
491	24.38	50.69
491	24.37	50.71
490	24.38	50.74
491	24.38	50.77
491	24.37	50.75
491	24.37	50.71
491	24.38	50.74
491	24.4	50.7
491	24.38	50.71
491	24.4	50.71
491	24.36	50.69
493	24.38	50.71
492	24.36	50.7
492	24.36	50.72
492	24.37	50.73
493	24.4	50.72
494	24.4	50.75
493	24.37	50.75
492	24.37	50.76
493	24.37	50.77
492	24.36	50.74
494	24.38	50.77
495	24.38	50.79
495	24.36	50.76
495	24.36	50.78
495	24.36	50.77
495	24.37	50.8
496	24.38	50.75
496	24.37	50.77
495	24.37	50.74
494	24.38	50.76
495	24.37	50.8
494	24.38	50.77
493	24.37	50.8
494	24.34	50.76
494	24.34	50.78
493	24.37	50.76
494	24.37	50.71
494	24.38	50.71
494	24.37	50.72
493	24.37	50.76
493	24.37	50.73
493	24.38	50.79
494	24.36	50.77
494	24.38	50.82
493	24.36	50.77
493	24.34	50.82
493	24.37	50.8
493	24.34	50.81
494	24.36	50.79
494	24.36	50.75
493	24.36	50.79
492	24.34	50.76
492	24.36	50.75
491	24.34	50.73
493	24.37	50.75
493	24.36	50.72
493	24.33	50.77
492	24.33	50.78
491	24.33	50.78
491	24.34	50.82
491	24.34	50.82
491	24.33	50.77
491	24.36	50.8
492	24.34	50.81
492	24.34	50.8
492	24.36	50.81
492	24.34	50.81
493	24.34	50.76
492	24.36	50.75
491	24.34	50.76
491	24.34	50.75
491	24.36	50.76
491	24.34	50.71
491	24.36	50.73
490	24.33	50.76
490	24.33	50.83
491	24.36	50.72
490	24.36	50.74
491	24.36	50.72
491	24.34	50.73
492	24.36	50.74
491	24.36	50.76
491	24.34	50.72
491	24.36	50.7
491	24.34	50.68
492	24.37	50.69
492	24.37	50.71
491	24.36	50.71
490	24.37	50.71
491	24.36	50.7
492	24.37	50.7
492	24.36	50.71
492	24.36	50.69
491	24.37	50.69
491	24.37	50.69
492	24.34	50.69
492	24.37	50.74
491	24.37	50.7
491	24.36	50.66
491	24.37	50.69
491	24.34	50.65
491	24.37	50.66
491	24.36	50.63
491	24.38	50.64
491	24.33	50.66
491	24.37	50.64
489	24.36	50.63
491	24.34	50.61
489	24.34	50.61
488	24.37	50.6
488	24.36	50.64
488	24.36	50.65
489	24.34	50.64
488	24.36	50.61
489	24.36	50.56
488	24.34	50.61
489	24.33	50.62
487	24.31	50.6
488	24.33	50.63
489	24.34	50.63
490	24.36	50.65
490	24.34	50.61
490	24.33	50.62
490	24.34	50.62
490	24.34	50.63
490	24.33	50.64
490	24.36	50.66
489	24.33	50.63
490	24.33	50.67
489	24.33	50.67
489	24.33	50.67
488	24.33	50.69
488	24.34	50.65
489	24.36	50.67
489	24.33	50.61
490	24.34	50.63
491	24.36	50.63
489	24.3	50.55
488	24.36	50.58
488	24.36	50.55
489	24.34	50.58
489	24.33	50.54
489	24.34	50.51
489	24.34	50.52
488	24.34	50.57
488	24.33	50.59
488	24.34	50.59
488	24.33	50.58
486	24.33	50.56
487	24.33	50.58
489	24.33	50.52
489	24.34	50.53
487	24.34	50.54
488	24.31	50.52
489	24.34	50.53
488	24.33	50.56
488	24.31	50.56
487	24.33	50.51
487	24.33	50.54
488	24.3	50.52
488	24.34	50.49
487	24.3	50.54
488	24.33	50.5
487	24.31	50.56
488	24.33	50.55
487	24.34	50.54
487	24.33	50.54
487	24.34	50.52
488	24.33	50.49
487	24.31	50.41
488	24.31	50.47
489	24.33	50.45
490	24.31	50.51
490	24.3	50.47
490	24.34	50.45
490	24.31	50.48
490	24.31	50.43
490	24.33	50.43
490	24.31	50.44
490	24.34	50.41
490	24.31	50.41
489	24.36	50.43
489	24.33	50.45
488	24.31	50.44
489	24.33	50.43
489	24.31	50.37
489	24.33	50.38
489	24.33	50.43
488	24.33	50.38
488	24.33	50.39
487	24.31	50.41
487	24.31	50.41
486	24.33	50.42
487	24.31	50.4
488	24.33	50.38
489	24.34	50.34
487	24.33	50.34
487	24.31	50.34
488	24.33	50.28
489	24.31	50.37
489	24.31	50.37
489	24.33	50.38
489	24.31	50.32
489	24.33	50.35
488	24.3	50.35
488	24.31	50.33
486	24.36	50.33
486	24.31	50.33
486	24.33	50.32
486	24.31	50.32
486	24.33	50.33
486	24.33	50.28
486	24.33	50.29
486	24.28	50.27
486	24.3	50.26
486	24.33	50.29
486	24.31	50.28
487	24.31	50.32
487	24.31	50.31
487	24.3	50.34
487	24.3	50.32
487	24.31	50.31
487	24.3	50.31
488	24.31	50.34
488	24.31	50.32
487	24.31	50.29
488	24.31	50.29
486	24.28	50.33
485	24.33	50.27
485	24.31	50.31
486	24.3	50.31
485	24.31	50.33
486	24.3	50.31
489	24.31	50.27
487	24.31	50.31
487	24.31	50.35
488	24.3	50.31
489	24.3	50.33
489	24.3	50.27
489	24.3	50.27
489	24.31	50.26
489	24.27	50.27
488	24.28	50.28
488	24.28	50.29
488	24.28	50.25
487	24.28	50.32
487	24.28	50.27
488	24.3	50.27
488	24.27	50.27
488	24.31	50.27
487	24.3	50.28
488	24.3	50.2
488	24.31	50.27
488	24.31	50.27
488	24.3	50.23
488	24.31	50.22
488	24.31	50.27
489	24.28	50.28
489	24.28	50.23
488	24.31	50.27
488	24.31	50.22
489	24.28	50.27
489	24.33	50.22
490	24.3	50.2
490	24.28	50.2
490	24.3	50.21
491	24.28	50.21
491	24.31	50.21
491	24.3	50.23
490	24.28	50.26
491	24.3	50.27
491	24.31	50.27
491	24.31	50.27
491	24.28	50.27
491	24.3	50.19
491	24.3	50.21
490	24.28	50.21
489	24.28	50.2
489	24.28	50.23
490	24.3	50.21
488	24.3	50.23
487	24.3	50.12
488	24.3	50.16
489	24.31	50.18
489	24.28	50.17
489	24.31	50.14
489	24.28	50.11
490	24.31	50.11
490	24.33	50.16
489	24.3	50.13
489	24.3	50.15
489	24.28	50.13
489	24.3	50.07
489	24.31	50.13
489	24.31	50.13
489	24.3	50.07
489	24.28	50.13
487	24.28	50.11
487	24.28	50.06
487	24.28	50.1
487	24.3	50.13
487	24.28	50.11
486	24.31	50.12
485	24.28	50.08
486	24.28	50.07
487	24.28	50.1
487	24.28	50.09
486	24.27	50.03
488	24.27	50.08
488	24.26	50.03
488	24.28	50.04
488	24.28	50.05
488	24.27	50.08
487	24.28	50.04
487	24.28	50.05
486	24.27	50.08
486	24.28	50.06
486	24.26	50.07
486	24.28	50.05
486	24.28	50.03
486	24.27	50.06
486	24.26	50.07
485	24.28	50.06
485	24.28	50.08
485	24.27	50.0
486	24.28	49.99
487	24.28	50.04
487	24.26	50.05
486	24.27	50.0
486	24.26	50.0
485	24.27	49.96
485	24.26	49.97
485	24.26	49.95
486	24.26	50.02
485	24.26	50.04
485	24.26	49.97
485	24.27	49.98
486	24.27	49.95
486	24.27	49.98
485	24.28	49.97
485	24.26	49.91
484	24.26	49.91
485	24.23	49.88
484	24.24	49.9
484	24.26	49.92
485	24.24	49.93
484	24.26	49.9
484	24.24	49.94
484	24.23	49.92
484	24.26	49.96
484	24.27	49.94
484	24.23	49.93
484	24.27	49.87
483	24.26	49.86
484	24.26	49.88
485	24.23	49.87
483	24.23	49.86
483	24.24	49.85
481	24.24	49.85
481	24.24	49.82
481	24.23	49.88
481	24.24	49.84
481	24.23	49.93
481	24.24	49.86
481	24.21	49.9
480	24.24	49.83
480	24.23	49.85
478	24.21	49.87
479	24.24	49.85
478	24.24	49.87
478	24.23	49.83
478	24.24	49.85
477	24.23	49.81
477	24.23	49.83
478	24.24	49.81
477	24.24	49.77
478	24.24	49.79
478	24.26	49.73
478	24.24	49.73
480	24.26	49.76
480	24.24	49.71
480	24.23	49.69
480	24.24	49.71
479	24.24	49.72
479	24.24	49.77
